Sr. No.,Company Name,"Market capitalization as on March 28, 2024(In lakhs)",Rank,Symbol
2275,Blue Blends (I) Limited,"*Not available for trading as on March 28, 2024",999999,BLUEBLENDS.NS
2276,Blue Coast Hotels Limited,"*Not available for trading as on March 28, 2024",999999,BLUECOAST.NS
2277,Bombay Rayon Fashions Limited,"*Not available for trading as on March 28, 2024",999999,BRFL.NS
2278,C & C Constructions Limited,"*Not available for trading as on March 28, 2024",999999,CANDC.NS
2279,Consolidated Construction Consortium Limited,"*Not available for trading as on March 28, 2024",999999,CCCL.NS
2280,Celestial Biolabs Limited,"*Not available for trading as on March 28, 2024",999999,CELESTIAL.NS
2281,Cox & Kings Financial Service Limited,"*Not available for trading as on March 28, 2024",999999,CKFSL.NS
2282,CMI Limited,"*Not available for trading as on March 28, 2024",999999,CMICABLES.NS
2283,Cura Technologies Limited,"*Not available for trading as on March 28, 2024",999999,CURATECH.NS
2284,Dharani Sugars & Chemicals Limited,"*Not available for trading as on March 28, 2024",999999,DHARSUGAR.NS
2285,DQ Entertainment (International) Limited,"*Not available for trading as on March 28, 2024",999999,DQE.NS
2286,DS Kulkarni Developers Limited,"*Not available for trading as on March 28, 2024",999999,DSKULKARNI.NS
2287,Eastern Silk Industries Limited,"*Not available for trading as on March 28, 2024",999999,EASTSILK.NS
2288,Eastern Sug & Inds Limited,"*Not available for trading as on March 28, 2024",999999,EASTSUGIND.NS
2289,Easun Reyrolle Limited,"*Not available for trading as on March 28, 2024",999999,EASUNREYRL.NS
2290,Eon Electric Limited,"*Not available for trading as on March 28, 2024",999999,EON.NS
2291,Euro Ceramics Limited,"*Not available for trading as on March 28, 2024",999999,EUROCERA.NS
2292,Euro Multivision Limited,"*Not available for trading as on March 28, 2024",999999,EUROMULTI.NS
2293,Fedders Electric and Engineering Limited,"*Not available for trading as on March 28, 2024",999999,FEDDERELEC.NS
2294,Five Core Electronics Limited,"*Not available for trading as on March 28, 2024",999999,FIVECORE.NS
2295,Gammon India Limited,"*Not available for trading as on March 28, 2024",999999,GAMMONIND.NS
2296,Gangotri Textiles Limited,"*Not available for trading as on March 28, 2024",999999,GANGOTRI.NS
2297,Gayatri Highways Limited,"*Not available for trading as on March 28, 2024",999999,GAYAHWS.NS
2298,Gayatri Projects Limited,"*Not available for trading as on March 28, 2024",999999,GAYAPROJ.NS
2299,GB Global Limited,"*Not available for trading as on March 28, 2024",999999,GBGLOBAL.NS
2300,Grand Foundry Limited,"*Not available for trading as on March 28, 2024",999999,GFSTEELS.NS
2301,Gitanjali Gems Limited,"*Not available for trading as on March 28, 2024",999999,GITANJALI.NS
2302,Housing Development and Infrastructure Limited,"*Not available for trading as on March 28, 2024",999999,HDIL.NS
2303,Hindusthan National Glass & Industries Limited,"*Not available for trading as on March 28, 2024",999999,HINDNATGLS.NS
2304,ICSA (India) Limited,"*Not available for trading as on March 28, 2024",999999,ICSA.NS
2305,IMP Powers Limited,"*Not available for trading as on March 28, 2024",999999,INDLMETER.NS
2306,Indosolar Limited,"*Not available for trading as on March 28, 2024",999999,INDOSOLAR.NS
2307,Indus Fila Limited,"*Not available for trading as on March 28, 2024",999999,INDUSFILA.NS
2308,Infomedia Press Limited,"*Not available for trading as on March 28, 2024",999999,INFOMEDIA.NS
2309,Inspirisys Solutions Limited,"*Not available for trading as on March 28, 2024",999999,INSPIRISYS.NS
2310,IVRCL Limited,"*Not available for trading as on March 28, 2024",999999,IVRCLINFRA.NS
2311,Jain Studios Limited,"*Not available for trading as on March 28, 2024",999999,JAINSTUDIO.NS
2312,JBF Industries Limited,"*Not available for trading as on March 28, 2024",999999,JBFIND.NS
2313,JIK Industries Limited,"*Not available for trading as on March 28, 2024",999999,JIKIND.NS
2314,Jindal Cotex Limited,"*Not available for trading as on March 28, 2024",999999,JINDCOT.NS
2315,Jaypee Infratech Limited,"*Not available for trading as on March 28, 2024",999999,JPINFRATEC.NS
2316,Karuturi Global Limited,"*Not available for trading as on March 28, 2024",999999,KGL.NS
2317,KSS Limited,"*Not available for trading as on March 28, 2024",999999,KSERASERA.NS
2318,KSK Energy Ventures Limited,"*Not available for trading as on March 28, 2024",999999,KSK.NS
2319,Lakshmi Energy and Foods Limited,"*Not available for trading as on March 28, 2024",999999,LAKSHMIEFL.NS
2320,LEEL Electricals Limited,"*Not available for trading as on March 28, 2024",999999,LEEL.NS
2321,Manpasand Beverages Limited,"*Not available for trading as on March 28, 2024",999999,MANPASAND.NS
2322,McDowell Holdings Limited,"*Not available for trading as on March 28, 2024",999999,MCDHOLDING.NS
2323,Mercator Limited,"*Not available for trading as on March 28, 2024",999999,MERCATOR.NS
2324,Metkore Alloys & Industries Limited,"*Not available for trading as on March 28, 2024",999999,METKORE.NS
2325,MVL Limited,"*Not available for trading as on March 28, 2024",999999,MVL.NS
2326,Nakoda Limited,"*Not available for trading as on March 28, 2024",999999,NAKODA.NS
2327,Nitin Fire Protection Industries Limited,"*Not available for trading as on March 28, 2024",999999,NITINFIRE.NS
2328,Nu Tek India Limited,"*Not available for trading as on March 28, 2024",999999,NUTEK.NS
2329,Opal Luxury Time Products Limited,"*Not available for trading as on March 28, 2024",999999,OPAL.NS
2330,Opto Circuits (India) Limited,"*Not available for trading as on March 28, 2024",999999,OPTOCIRCUI.NS
2331,Ortel Communications Limited,"*Not available for trading as on March 28, 2024",999999,ORTEL.NS
2332,Parenteral Drugs (India) Limited,"*Not available for trading as on March 28, 2024",999999,PDPL.NS
2333,Penta Gold Limited,"*Not available for trading as on March 28, 2024",999999,PENTAGOLD.NS
2334,Pincon Spirit Limited,"*Not available for trading as on March 28, 2024",999999,PINCON.NS
2335,Pratibha Industries Limited,"*Not available for trading as on March 28, 2024",999999,PRATIBHA.NS
2336,Punj Lloyd Limited,"*Not available for trading as on March 28, 2024",999999,PUNJLLOYD.NS
2337,Quintegra Solutions Limited,"*Not available for trading as on March 28, 2024",999999,QUINTEGRA.NS
2338,Radaan Mediaworks India Limited,"*Not available for trading as on March 28, 2024",999999,RADAAN.NS
2339,Rainbow Papers Limited,"*Not available for trading as on March 28, 2024",999999,RAINBOWPAP.NS
2340,Rajvir Industries Limited,"*Not available for trading as on March 28, 2024",999999,RAJVIR.NS
2341,Reliance Communications Limited,"*Not available for trading as on March 28, 2024",999999,RCOM.NS
2342,Reliance Capital Limited,"*Not available for trading as on March 28, 2024",999999,RELCAPITAL.NS
2343,Radha Madhav Corporation Limited,"*Not available for trading as on March 28, 2024",999999,RMCL.NS
2344,Resurgere Mines & Minerals Limited,"*Not available for trading as on March 28, 2024",999999,RMMIL.NS
2345,Reliance Naval and Engineering Limited,"*Not available for trading as on March 28, 2024",999999,RNAVAL.NS
2346,Rolta India Limited,"*Not available for trading as on March 28, 2024",999999,ROLTA.NS
2347,Rushabh Precision Bearings Limited,"*Not available for trading as on March 28, 2024",999999,RUSHABEAR.NS
2348,Sri Adhikari Brothers Television Network Limited,"*Not available for trading as on March 28, 2024",999999,SABTN.NS
2349,Sanwaria Consumer Limited,"*Not available for trading as on March 28, 2024",999999,SANWARIA.NS
2350,Sathavahana Ispat Limited,"*Not available for trading as on March 28, 2024",999999,SATHAISPAT.NS
2351,SBI Home Finance Limited,"*Not available for trading as on March 28, 2024",999999,SBIHOMEFIN.NS
2352,Setubandhan Infrastructure Limited,"*Not available for trading as on March 28, 2024",999999,SETUINFRA.NS
2353,Shirpur Gold Refinery Limited,"*Not available for trading as on March 28, 2024",999999,SHIRPUR-G.NS
2354,Supreme (India) Impex Limited,"*Not available for trading as on March 28, 2024",999999,SIIL.NS
2355,SKIL Infrastructure Limited,"*Not available for trading as on March 28, 2024",999999,SKIL.NS
2356,SKS Textiles Limited,"*Not available for trading as on March 28, 2024",999999,SKSTEXTILE.NS
2357,Soni Soya Products Limited,"*Not available for trading as on March 28, 2024",999999,SONISOYA.NS
2358,Spentex Industries Limited,"*Not available for trading as on March 28, 2024",999999,SPENTEX.NS
2359,Shri Ram Switchgears Limited,"*Not available for trading as on March 28, 2024",999999,SRIRAM.NS
2360,S.S. Infrastructure Development Consultants Limited,"*Not available for trading as on March 28, 2024",999999,SSINFRA.NS
2361,Supreme Engineering Limited,"*Not available for trading as on March 28, 2024",999999,SUPREMEENG.NS
2362,Talwalkars Better Value Fitness Limited,"*Not available for trading as on March 28, 2024",999999,TALWALKARS.NS
2363,Talwalkars Healthclubs Limited,"*Not available for trading as on March 28, 2024",999999,TALWGYM.NS
2364,Tantia Constructions Limited,"*Not available for trading as on March 28, 2024",999999,TANTIACONS.NS
2365,TCI Finance Limited,"*Not available for trading as on March 28, 2024",999999,TCIFINANCE.NS
2366,Technofab Engineering Limited,"*Not available for trading as on March 28, 2024",999999,TECHNOFAB.NS
2367,Tulsi Extrusions Limited,"*Not available for trading as on March 28, 2024",999999,TULSI.NS
2368,Ujaas Energy Limited,"*Not available for trading as on March 28, 2024",999999,UJAAS.NS
2369,Uniply Industries Limited,"*Not available for trading as on March 28, 2024",999999,UNIPLY.NS
2370,Unity Infraprojects Limited,"*Not available for trading as on March 28, 2024",999999,UNITY.NS
2371,Univa Foods Limited,"*Not available for trading as on March 28, 2024",999999,UNIVAFOODS.NS
2372,Valecha Engineering Limited,"*Not available for trading as on March 28, 2024",999999,VALECHAENG.NS
2373,Value Industries Limited,"*Not available for trading as on March 28, 2024",999999,VALUEIND.NS
2374,Viceroy Hotels Limited,"*Not available for trading as on March 28, 2024",999999,VICEROY.NS
2375,Videocon Industries Limited,"*Not available for trading as on March 28, 2024",999999,VIDEOIND.NS
2376,Visa Steel Limited,"*Not available for trading as on March 28, 2024",999999,VISASTEEL.NS
2377,Visu International Limited,"*Not available for trading as on March 28, 2024",999999,VISUINTL.NS
2378,Vivimed Labs Limited,"*Not available for trading as on March 28, 2024",999999,VIVIMEDLAB.NS
2379,Zicom Electronic Security Systems Limited,"*Not available for trading as on March 28, 2024",999999,ZICOM.NS
