symbol,screener_company_id,statement_type,financial_reporting_date,pe_average_3y,pe_median_3y,pe_average_5y,pe_median_5y,pe_average_10y,pe_median_10y,sales_growth_3y,sales_growth_5y,sales_growth_10y,profit_growth_3y,profit_growth_5y,profit_growth_10y,eps_growth_3y,eps_growth_5y,eps_growth_10y,debt_to_equity,roe,opm,source_url,refreshed_at
REFEX.NS,2709,consolidated,2026-03-31,25.4357,21.8,21.1387,17.3,29.0302,14.7,12.0,43.0,46.0,28.0,57.0,61.0,12.172474785303544,36.21728633783741,48.198913803656126,0.1496010638297872,17.8,15.0,https://www.screener.in/company/REFEX/consolidated/,2026-08-23T18:06:55.829859+00:00
RELIABLE.NS,1274172,consolidated,2026-03-31,13.9372,13.75,14.6877,14.7,11.7398,11.5,36.0,33.0,19.0,20.0,38.0,,20.103326108839735,32.880113860839245,-4.660748726220321,0.352112676056338,10.8,9.0,https://www.screener.in/company/RELIABLE/consolidated/,2026-08-23T18:06:55.829859+00:00
RELIANCE.NS,2726,consolidated,2026-03-31,26.0529,25.6,25.8797,25.4,23.0967,24.1,6.0,12.0,10.0,5.0,6.0,19.0,6.589457931694653,9.024969640412303,10.7455072906665,0.4457396325343185,8.91,16.0,https://www.screener.in/company/RELIANCE/consolidated/,2026-08-23T18:06:55.829859+00:00
RELIGARE.NS,2731,consolidated,2026-03-31,91.5122,73.0,91.5122,73.0,91.5122,73.0,22.0,17.0,12.0,71.0,9.0,-1.0,-69.96690385457482,,,0.1695323246217331,3.17,0.7,https://www.screener.in/company/RELIGARE/consolidated/,2026-08-23T18:06:55.829859+00:00
RELTD.NS,2699,consolidated,2026-03-31,71.9132,54.1,54.073,42.1,47.5759,39.0,29.0,72.0,31.0,73.0,27.0,16.0,58.61030946830119,59.04018915363023,,1.1867612293144207,21.2,28.0,https://www.screener.in/company/RELTD/consolidated/,2026-08-23T18:06:55.829859+00:00
REMSONSIND.NS,2739,consolidated,2026-03-31,33.3544,33.0,30.5912,31.1,31.2689,31.7,14.0,47.0,,30.0,15.0,24.0,20.917004505005355,26.965586001323015,,0.6577181208053692,13.5,10.0,https://www.screener.in/company/REMSONSIND/consolidated/,2026-08-23T18:06:55.829859+00:00
RENUKA.NS,3018,consolidated,2026-03-31,0.7788,0.8,0.7788,0.8,0.7788,0.8,1.0,,5.0,,0.0,5.0,,,,,,0.3,https://www.screener.in/company/RENUKA/consolidated/,2026-08-23T18:06:55.829859+00:00
REPCOHOME.NS,353946,consolidated,2026-03-31,6.2051,5.8,6.0672,5.9,10.2554,7.0,12.0,10.0,12.0,15.0,4.0,-8.0,14.546843584211189,9.627911093040332,11.925541261205574,,12.7,,https://www.screener.in/company/REPCOHOME/consolidated/,2026-08-23T18:06:55.829859+00:00
REPRO.NS,2741,consolidated,2026-03-31,116.7674,86.55,92.0919,81.7,66.9512,41.0,5.0,10.0,-11.0,,-6.0,-3.0,,,,0.5329512893982808,-4.42,6.0,https://www.screener.in/company/REPRO/consolidated/,2026-08-23T18:06:55.829859+00:00
RESPONIND.NS,2743,consolidated,2026-03-31,44.8643,35.1,70.0307,41.35,104.7968,100.0,13.0,13.0,23.0,82.0,5.0,7.0,82.92424348866778,29.83017711919245,23.40553189819414,0.1250801796023091,10.3,15.0,https://www.screener.in/company/RESPONIND/consolidated/,2026-08-23T18:06:55.829859+00:00
RGL.NS,2740,consolidated,2026-03-31,15.5918,14.85,14.4985,13.9,11.8338,10.5,8.0,19.0,8.0,4.0,-1.0,18.0,-3.0955591590766,13.26869304346172,5.3757205254306495,0.4250663129973475,6.88,7.0,https://www.screener.in/company/RGL/consolidated/,2026-08-23T18:06:55.829859+00:00
RHIM.NS,2357,consolidated,2026-03-31,63.8809,59.1,52.977,50.3,44.4283,37.95,14.0,-4.0,,-26.0,1.0,13.0,,,,0.1258073574838528,2.91,12.0,https://www.screener.in/company/RHIM/consolidated/,2026-08-23T18:06:55.829859+00:00
RICOAUTO.NS,2754,consolidated,2026-03-31,34.0861,33.3,30.4099,29.3,24.5146,22.7,2.0,50.0,6.0,6.0,21.0,7.0,1.002801619226923,,5.517679985175428,0.9333333333333332,7.69,8.0,https://www.screener.in/company/RICOAUTO/consolidated/,2026-08-23T18:06:55.829859+00:00
RIIL.NS,2725,consolidated,2026-03-31,119.3399,118.1,134.5111,127.4,97.1103,90.9,-13.0,5.0,-1.0,4.0,5.0,6.0,-10.984959808091189,5.1401179263274255,-2.8387924322166302,0.0,2.65,-21.0,https://www.screener.in/company/RIIL/consolidated/,2026-08-23T18:06:55.829859+00:00
RIR.NS,2812,consolidated,2026-03-31,196.4101,182.85,154.2762,154.6,154.2762,154.6,17.0,40.0,,6.0,97.0,50.0,5.155949599222054,39.39566877351219,,0.0994407800401491,5.61,11.22,https://www.screener.in/company/RIR/consolidated/,2026-08-23T18:06:55.829859+00:00
RISHABH.NS,1284471,consolidated,2026-03-31,38.1045,33.4,38.1045,33.4,38.1045,33.4,11.0,19.0,,20.0,,,9.725191277360224,-2.2921737268520537,,0.1087248322147651,12.0,17.0,https://www.screener.in/company/RISHABH/consolidated/,2026-08-23T18:06:55.829859+00:00
RITCO.NS,1274624,consolidated,2026-03-31,20.8373,20.4,20.862,20.4,20.862,20.4,26.0,,,14.0,61.0,,8.030579676347372,,,1.2986301369863014,10.5,6.0,https://www.screener.in/company/RITCO/consolidated/,2026-08-23T18:06:55.829859+00:00
RITES.NS,1274374,consolidated,2026-03-31,30.4516,30.6,24.0816,24.6,19.9748,15.6,-3.0,-1.0,2.0,-9.0,11.0,,-8.85848213610052,-1.043785741671377,-4.511327103783569,0.0026099925428784,15.4,23.0,https://www.screener.in/company/RITES/consolidated/,2026-08-23T18:06:55.829859+00:00
RKEC.NS,1274165,consolidated,2026-03-31,10.6057,9.7,12.5296,11.1,10.3143,9.0,-16.0,,,,-22.0,,,,,1.4023668639053255,-19.4,-41.0,https://www.screener.in/company/RKEC/consolidated/,2026-08-23T18:06:55.829859+00:00
RKFORGE.NS,2662,consolidated,2026-03-31,55.2675,43.8,41.7521,37.6,51.5218,33.1,10.0,30.0,4.0,-32.0,32.0,25.0,-36.62736096232092,25.083918255703463,0.3615157954262704,0.7443768996960486,2.51,16.0,https://www.screener.in/company/RKFORGE/consolidated/,2026-08-23T18:06:55.829859+00:00
RKSWAMY.NS,1284701,consolidated,2026-03-31,29.4961,29.6,29.4961,29.6,29.4961,29.6,5.0,53.0,,-8.0,,,-60.360173086488345,,,0.1628787878787878,9.48,13.0,https://www.screener.in/company/RKSWAMY/consolidated/,2026-08-23T18:06:55.829859+00:00
RMC.NS,1273659,consolidated,2026-03-31,55.3899,40.55,44.3188,34.85,35.3003,13.0,47.0,,,24.0,72.0,,23.127650029855552,50.34824774236277,,0.8015267175572519,19.0,12.0,https://www.screener.in/company/RMC/consolidated/,2026-08-23T18:06:55.829859+00:00
RMDRIP.NS,1274154,consolidated,2026-03-31,61.8366,66.5,61.8366,66.5,61.8366,66.5,,,,,77.0,,,,,0.4864864864864865,36.6,26.0,https://www.screener.in/company/RMDRIP/consolidated/,2026-08-23T18:06:55.829859+00:00
RML.NS,2670,consolidated,2026-03-31,24.0975,24.7,25.1459,25.6,35.9267,28.65,18.0,30.0,22.0,47.0,23.0,12.0,28.194309909346728,,12.430745306508118,1.0013315579227695,15.4,9.0,https://www.screener.in/company/RML/consolidated/,2026-08-23T18:06:55.829859+00:00
RNBDENIMS.NS,814192,consolidated,2026-03-31,26.4354,27.1,22.2092,23.15,21.3197,20.7,21.0,18.0,,13.0,0.0,23.0,9.020915883178194,18.725674091213417,,0.37,9.9,8.0,https://www.screener.in/company/RNBDENIMS/consolidated/,2026-08-23T18:06:55.829859+00:00
ROHLTD.NS,2788,consolidated,2026-03-31,22.7392,22.0,24.7795,22.35,32.0984,22.4,13.0,26.0,35.0,-13.0,34.0,16.0,-11.892821078973515,,,2.484496124031008,12.7,23.0,https://www.screener.in/company/ROHLTD/consolidated/,2026-08-23T18:06:55.829859+00:00
ROSSARI.NS,1274766,consolidated,2026-03-31,28.9771,28.9,38.59,34.6,42.5632,37.0,13.0,11.0,,8.0,-18.0,,11.470340715168792,11.761911622765297,,0.3270817704426106,10.8,12.0,https://www.screener.in/company/ROSSARI/consolidated/,2026-08-23T18:06:55.829859+00:00
ROSSELLIND.NS,2783,consolidated,2024-03-31,23.7532,18.9,18.155,15.2,221.2349,19.95,4.0,,-3.0,-28.0,5.0,7.0,-27.771584824375594,,-3.992469530833409,0.6531986531986532,4.5,10.0,https://www.screener.in/company/ROSSELLIND/consolidated/,2026-08-23T18:06:55.829859+00:00
ROSSTECH.NS,1285189,consolidated,2026-03-31,101.85,124.2,101.85,124.2,101.85,124.2,,,,,,,,,,2.638709677419355,15.7,13.0,https://www.screener.in/company/ROSSTECH/consolidated/,2026-08-23T18:06:55.829859+00:00
ROTO.NS,2785,consolidated,2026-03-31,41.4842,40.8,35.3069,33.55,37.0343,29.1,8.0,6.0,44.0,-9.0,26.0,32.0,-9.201693391492082,5.761407093071713,45.886466055611685,0.1333333333333333,10.7,18.0,https://www.screener.in/company/ROTO/consolidated/,2026-08-23T18:06:55.829859+00:00
ROUTE.NS,1274784,consolidated,2026-03-31,20.4911,19.8,31.3962,27.3,39.932,28.5,7.0,20.0,18.0,0.0,-24.0,,-10.192912780162676,10.432542053304106,1.9197338255319665,0.0151624548736462,12.6,12.0,https://www.screener.in/company/ROUTE/consolidated/,2026-08-23T18:06:55.829859+00:00
RPEL.NS,1273330,consolidated,2026-03-31,83.3834,85.2,70.1215,68.6,69.4122,65.75,23.0,42.0,,28.0,53.0,66.0,29.64066678987678,41.56536284140451,,0.0204081632653061,24.3,30.0,https://www.screener.in/company/RPEL/consolidated/,2026-08-23T18:06:55.829859+00:00
RPGLIFE.NS,2790,consolidated,2026-03-31,32.4333,32.75,32.4333,32.75,32.4333,32.75,,,,,40.0,20.0,,,,0.0330578512396694,19.3,21.0,https://www.screener.in/company/RPGLIFE/consolidated/,2026-08-23T18:06:55.829859+00:00
RPOWER.NS,2729,consolidated,2026-03-31,41.9074,41.2,29.66,32.35,15.9406,12.1,0.0,,,24.0,17.0,-8.0,,,,0.923441396508728,-0.9,31.0,https://www.screener.in/company/RPOWER/consolidated/,2026-08-23T18:06:55.829859+00:00
RPPINFRA.NS,2791,consolidated,2026-03-31,15.0994,9.7,16.8735,10.1,19.902,13.1,13.0,-10.0,-6.0,-30.0,1.0,-8.0,-42.27921633678402,-18.217293206394068,-11.858276376426137,0.1962616822429906,1.74,0.1,https://www.screener.in/company/RPPINFRA/consolidated/,2026-08-23T18:06:55.829859+00:00
RPPL.NS,1274559,consolidated,2026-03-31,23.5146,27.45,22.5275,23.8,22.5275,23.8,10.0,,,17.0,-3.0,,14.389306993108498,,,0.6833333333333333,10.1,14.0,https://www.screener.in/company/RPPL/consolidated/,2026-08-23T18:06:55.829859+00:00
RPSGVENT.NS,1274616,consolidated,2026-03-31,26.1388,29.9,25.5105,24.6,25.5105,24.6,16.0,-20.0,,3.0,6.0,,,,,3.2893056664006384,-5.35,15.0,https://www.screener.in/company/RPSGVENT/consolidated/,2026-08-23T18:06:55.829859+00:00
RPTECH.NS,1284661,consolidated,2026-03-31,12.2571,10.7,12.2571,10.7,12.2571,10.7,19.0,16.0,,31.0,,,,,,0.4893827160493827,14.7,2.9,https://www.screener.in/company/RPTECH/consolidated/,2026-08-23T18:06:55.829859+00:00
RRIL.NS,3173,consolidated,2026-03-31,33.6639,31.75,39.1591,30.9,42.3425,31.3,-8.0,57.0,,-14.0,7.0,6.0,-14.20225339003196,43.096908110525554,,0.1578947368421052,7.91,8.0,https://www.screener.in/company/RRIL/consolidated/,2026-08-23T18:06:55.829859+00:00
RRKABEL.NS,1284488,consolidated,2026-03-31,49.6307,49.8,49.6307,49.8,49.6307,49.8,20.0,31.0,,39.0,,,29.931885166802896,-5.120040399289493,,0.1308737864077669,21.3,9.0,https://www.screener.in/company/RRKABEL/consolidated/,2026-08-23T18:06:55.829859+00:00
RSDFIN.NS,1273353,consolidated,2026-03-31,10.3592,10.3,9.682,9.5,8.5947,8.8,-27.0,13.0,3.0,5.0,23.0,,5.073168320340771,12.624723559913974,2.536142638579242,,5.96,,https://www.screener.in/company/RSDFIN/consolidated/,2026-08-23T18:06:55.829859+00:00
RSYSTEMS.NS,2612,consolidated,2026-06-30,32.8139,36.8,29.0447,26.3,22.4774,19.6,9.0,16.0,13.0,7.0,4.0,16.0,10.025396337673186,18.123015193169746,13.769037161970754,0.3360655737704918,24.4,17.0,https://www.screener.in/company/RSYSTEMS/consolidated/,2026-08-23T18:06:55.829859+00:00
RTNINDIA.NS,55705,consolidated,2026-03-31,30.5524,19.9,27.1427,17.6,27.1427,17.6,22.0,,0.0,,-8.0,24.0,,,,1.43359375,-19.6,-8.0,https://www.screener.in/company/RTNINDIA/consolidated/,2026-08-23T18:06:55.829859+00:00
RTNPOWER.NS,1433,consolidated,2026-03-31,51.2301,44.2,51.2301,44.2,51.2301,44.2,-3.0,16.0,8.0,27.0,11.0,-2.0,,,,0.8001293661060802,1.14,15.0,https://www.screener.in/company/RTNPOWER/consolidated/,2026-08-23T18:06:55.829859+00:00
RUBFILA.NS,2799,consolidated,2026-03-31,16.169,15.8,14.4015,14.0,13.5124,13.2,10.0,-5.0,,1.0,-9.0,6.0,0.8299134664579322,-4.473674278672779,,0.0032258064516129,8.8,7.0,https://www.screener.in/company/RUBFILA/consolidated/,2026-08-23T18:06:55.829859+00:00
RUBICON.NS,1285734,consolidated,2026-03-31,71.9305,66.6,71.9305,66.6,71.9305,66.6,65.0,52.0,,155.0,,,,-24.39785740597341,,0.2412723041117145,27.0,23.0,https://www.screener.in/company/RUBICON/consolidated/,2026-08-23T18:06:55.829859+00:00
RUCHINFRA.NS,2802,consolidated,2026-03-31,58.5049,48.3,48.7778,22.0,48.7778,22.0,-2.0,31.0,14.0,96.0,-5.0,0.0,91.29311827723888,,,0.408785727987723,4.91,39.05,https://www.screener.in/company/RUCHINFRA/consolidated/,2026-08-23T18:06:55.829859+00:00
RUPA.NS,2808,consolidated,2026-03-31,26.0519,20.95,24.0294,20.05,27.5468,23.2,3.0,-15.0,2.0,13.0,-19.0,-6.0,10.496718534726735,-16.17826428344662,0.9587653363202886,0.2420262664165103,7.36,9.0,https://www.screener.in/company/RUPA/consolidated/,2026-08-23T18:06:55.829859+00:00
RUSHIL.NS,2810,consolidated,2026-03-31,45.4485,45.1,45.4485,45.1,45.4485,45.1,,,,,-5.0,-7.0,,,,0.3993855606758832,1.05,10.0,https://www.screener.in/company/RUSHIL/consolidated/,2026-08-23T18:06:55.829859+00:00
RUSTOMJEE.NS,1275360,consolidated,2026-03-31,57.3121,52.7,55.451,51.95,55.451,51.95,57.0,-24.0,,-1.0,,,-4.60714645388901,-27.42422854077341,,0.5183374083129584,2.8,7.0,https://www.screener.in/company/RUSTOMJEE/consolidated/,2026-08-23T18:06:55.829859+00:00
RVHL.NS,1274821,consolidated,2026-03-31,26.1122,9.55,26.2309,26.05,26.2309,26.05,84.0,64.0,,102.0,14.0,,99.08825920036168,,,0.0,16.2,82.0,https://www.screener.in/company/RVHL/consolidated/,2026-08-23T18:06:55.829859+00:00
RVNL.NS,1274649,consolidated,2026-03-31,53.4019,56.4,35.6812,36.2,26.3919,10.0,0.0,-2.0,7.0,-13.0,52.0,,-13.279626234163976,-2.472191044052729,7.383661209548964,0.4905314599877825,9.02,4.3,https://www.screener.in/company/RVNL/consolidated/,2026-08-23T18:06:55.829859+00:00
RVTH.NS,1284989,consolidated,2026-03-31,19.1493,19.9,19.1493,19.9,19.1493,19.9,,22.0,,,,,,,,0.4857142857142857,10.5,14.0,https://www.screener.in/company/RVTH/consolidated/,2026-08-23T18:06:55.829859+00:00
S&SPOWER.NS,1268651,consolidated,2026-03-31,96.287,56.75,96.287,56.75,96.287,56.75,24.0,52.0,14.0,75.0,61.0,,27.515291699564017,,2.707376525573779,0.4382022471910112,12.8,3.1,https://www.screener.in/company/S&SPOWER/consolidated/,2026-08-23T18:06:55.829859+00:00
SAATVIKGL.NS,1285664,consolidated,2026-03-31,15.5897,14.3,15.5897,14.3,15.5897,14.3,96.0,,,324.0,,,26.007048899601305,,,0.6899338721528288,42.4,10.0,https://www.screener.in/company/SAATVIKGL/consolidated/,2026-08-23T18:06:55.829859+00:00
SADBHAV.NS,2829,consolidated,2026-03-31,14.36,14.7,14.36,14.7,27.535,26.6,-18.0,16.0,8.0,27.0,-30.0,-30.0,,,,,,56.0,https://www.screener.in/company/SADBHAV/consolidated/,2026-08-23T18:06:55.829859+00:00
SAFARI.NS,2832,consolidated,2026-03-31,62.2013,63.8,64.3578,63.1,66.5421,65.2,19.0,59.0,36.0,10.0,29.0,32.0,9.0681939939228,,33.74243160293724,0.1049327354260089,15.9,13.0,https://www.screener.in/company/SAFARI/consolidated/,2026-08-23T18:06:55.829859+00:00
SAGARDEEP.NS,1273358,consolidated,2026-03-31,57.6468,47.0,61.1103,53.6,77.2466,60.4,27.0,77.0,19.0,39.0,-15.0,,70.28211519222698,81.59898632803207,16.26765258603551,0.2571428571428571,7.54,2.5,https://www.screener.in/company/SAGARDEEP/consolidated/,2026-08-23T18:06:55.829859+00:00
SAGCEM.NS,2834,consolidated,2026-03-31,91.1276,34.7,61.9548,23.8,81.5099,31.55,6.0,,,,-10.0,2.0,,,,1.008860011813349,-1.05,9.0,https://www.screener.in/company/SAGCEM/consolidated/,2026-08-23T18:06:55.829859+00:00
SAGILITY.NS,1285143,consolidated,2026-03-31,42.7269,31.2,42.7269,31.2,42.7269,31.2,19.0,,,86.0,,,38.20846460022369,,,0.1150222590330262,10.6,24.0,https://www.screener.in/company/SAGILITY/consolidated/,2026-08-23T18:06:55.829859+00:00
SAIL.NS,3192,consolidated,2026-03-31,17.9892,17.3,13.5713,15.0,12.7373,13.8,2.0,-2.0,11.0,25.0,8.0,14.0,15.736536179165329,-4.038358404162956,,0.5289946318510172,6.43,12.0,https://www.screener.in/company/SAIL/consolidated/,2026-08-23T18:06:55.829859+00:00
SAILIFE.NS,1285187,consolidated,2026-03-31,66.6929,65.2,66.6929,65.2,66.6929,65.2,22.0,42.0,,226.0,,,,,,0.1159420289855072,15.4,29.0,https://www.screener.in/company/SAILIFE/consolidated/,2026-08-23T18:06:55.829859+00:00
SAIPARENT.NS,1285933,consolidated,2026-03-31,98.7163,100.15,98.7163,100.15,98.7163,100.15,58.0,,,48.0,,,-19.23050839471592,,,0.955193482688391,4.88,10.0,https://www.screener.in/company/SAIPARENT/consolidated/,2026-08-23T18:06:55.829859+00:00
SAKAR.NS,1273532,consolidated,2026-03-31,50.231,52.05,40.8847,40.2,40.1365,39.55,24.0,23.0,,34.0,40.0,,26.92541385660534,14.90340354620141,,0.1697530864197531,9.99,28.0,https://www.screener.in/company/SAKAR/consolidated/,2026-08-23T18:06:55.829859+00:00
SAKSOFT.NS,2845,consolidated,2026-03-31,26.2703,26.0,24.1458,21.25,17.1444,14.7,15.0,25.0,22.0,19.0,19.0,25.0,17.40632311285688,23.699321470116463,21.61517574471004,0.0564826700898587,19.6,19.0,https://www.screener.in/company/SAKSOFT/consolidated/,2026-08-23T18:06:55.829859+00:00
SALASAR.NS,1274104,consolidated,2026-03-31,55.0956,57.4,44.8023,41.95,30.5156,24.8,14.0,-10.0,5.0,-25.0,2.0,,-26.319370027192267,-13.790298560197856,-7.581751849824303,0.5059952038369304,2.13,7.0,https://www.screener.in/company/SALASAR/consolidated/,2026-08-23T18:06:55.829859+00:00
SALZERELEC.NS,2852,consolidated,2026-03-31,24.6987,23.05,20.2099,18.3,17.9744,15.75,19.0,21.0,,12.0,31.0,11.0,7.7697495445031795,18.450624414283133,,0.9021922428330524,9.4,8.0,https://www.screener.in/company/SALZERELEC/consolidated/,2026-08-23T18:06:55.829859+00:00
SAMBHAAV.NS,2856,consolidated,2026-03-31,107.6253,54.9,91.1267,53.9,54.9594,36.8,2.0,16.0,-22.0,28.0,16.0,1.0,,,-30.49410493759438,0.0605770381898718,0.29,7.77,https://www.screener.in/company/SAMBHAAV/consolidated/,2026-08-23T18:06:55.829859+00:00
SAMBHV.NS,1285511,consolidated,2026-03-31,32.7742,28.6,32.7742,28.6,32.7742,28.6,37.0,,,34.0,,,-45.66652017239959,,,0.3538899430740038,18.7,12.0,https://www.screener.in/company/SAMBHV/consolidated/,2026-08-23T18:06:55.829859+00:00
SAMHI.NS,1284485,consolidated,2026-03-31,50.8809,36.45,50.8809,36.45,50.8809,36.45,19.0,23.0,,46.0,,,,,,0.84967919340055,24.5,34.0,https://www.screener.in/company/SAMHI/consolidated/,2026-08-23T18:06:55.829859+00:00
SAMMAANCAP.NS,496506,consolidated,2026-03-31,9.685,9.6,9.2668,9.5,11.1105,10.0,-2.0,,,,-6.0,-15.0,,,,,-3.18,,https://www.screener.in/company/SAMMAANCAP/consolidated/,2026-08-23T18:06:55.829859+00:00
SAMPANN.NS,57205,consolidated,2026-03-31,49.3552,20.05,49.3552,20.05,49.3552,20.05,35.0,25.0,17.0,82.0,28.0,14.0,,,,2.0869565217391304,21.3,11.0,https://www.screener.in/company/SAMPANN/consolidated/,2026-08-23T18:06:55.829859+00:00
SANATHAN.NS,1285202,consolidated,2026-03-31,30.7828,27.1,30.7828,27.1,30.7828,27.1,5.0,,,-23.0,,,-24.43596163737335,,,0.8076923076923077,3.78,7.0,https://www.screener.in/company/SANATHAN/consolidated/,2026-08-23T18:06:55.829859+00:00
SANDESH.NS,2870,consolidated,2026-03-31,8.3285,7.0,7.5931,6.7,7.6094,6.8,9.0,-5.0,-2.0,-12.0,6.0,2.0,-13.409426643405553,-6.0559177462892855,-1.9173926700206343,0.0,4.83,1.1,https://www.screener.in/company/SANDESH/consolidated/,2026-08-23T18:06:55.829859+00:00
SANDHAR.NS,1274309,consolidated,2026-03-31,25.6631,24.9,23.8762,22.8,27.6276,24.05,19.0,29.0,19.0,41.0,21.0,,39.65215276857474,28.045813439950585,17.572777406320593,0.8612153038259565,16.2,9.0,https://www.screener.in/company/SANDHAR/consolidated/,2026-08-23T18:06:55.829859+00:00
SANDUMA.NS,2872,consolidated,2026-03-31,20.2631,17.4,17.2973,16.3,13.6733,14.0,34.0,,80.0,37.0,43.0,34.0,34.358986112736666,34.319595083742094,33.00135778975273,0.3070067609096497,23.0,24.0,https://www.screener.in/company/SANDUMA/consolidated/,2026-08-23T18:06:55.829859+00:00
SANGAMIND.NS,2874,consolidated,2026-03-31,38.5272,38.4,27.0458,22.4,22.3678,14.5,6.0,62.0,,-15.0,33.0,8.0,-14.144725045981444,80.02197393403891,,1.187732342007435,8.38,11.0,https://www.screener.in/company/SANGAMIND/consolidated/,2026-08-23T18:06:55.829859+00:00
SANGHVIMOV.NS,2879,consolidated,2026-03-31,25.5484,24.6,25.541,24.05,25.541,24.05,33.0,57.0,,20.0,40.0,15.0,84.49813809908161,,,0.5141113653699466,13.9,36.0,https://www.screener.in/company/SANGHVIMOV/consolidated/,2026-08-23T18:06:55.829859+00:00
SANOFI.NS,342,consolidated,2024-12-31,30.2931,31.2,30.2931,31.2,30.2931,31.2,,,,,-9.0,2.0,,,,0.0220673635307781,47.1,24.0,https://www.screener.in/company/SANOFI/consolidated/,2026-08-23T18:06:55.829859+00:00
SANSERA.NS,1274923,consolidated,2026-03-31,39.6911,37.2,35.6089,33.3,35.6089,33.3,14.0,26.0,,32.0,,,23.471118134558026,17.706552469767423,,0.1914480077745383,11.5,18.0,https://www.screener.in/company/SANSERA/consolidated/,2026-08-23T18:06:55.829859+00:00
SANSTAR.NS,1284857,consolidated,2026-03-31,26.4282,20.35,26.4282,20.35,26.4282,20.35,-13.0,,,-6.0,,,-29.527012679351085,,,,,4.8,https://www.screener.in/company/SANSTAR/consolidated/,2026-08-23T18:06:55.829859+00:00
SAPPHIRE.NS,1275097,consolidated,2026-03-31,359.916,304.5,261.9033,147.5,261.9033,147.5,11.0,13.0,,,,,,,,1.019424460431655,-1.03,15.0,https://www.screener.in/company/SAPPHIRE/consolidated/,2026-08-23T18:06:55.829859+00:00
SAPPL.NS,2995,consolidated,2026-03-31,14.1782,8.6,14.1782,8.6,14.1782,8.6,24.0,5.0,10.0,13.0,5.0,9.0,13.244376490564536,4.605793871077868,9.818919401164884,0.920863309352518,11.4,15.0,https://www.screener.in/company/SAPPL/consolidated/,2026-08-23T18:06:55.829859+00:00
SARDAEN.NS,2895,consolidated,2026-03-31,22.4006,24.4,15.5843,14.8,19.0795,10.75,11.0,24.0,59.0,22.0,49.0,41.0,22.45324325149223,24.71650158697505,56.7683868587966,0.3571234735413839,16.1,32.0,https://www.screener.in/company/SARDAEN/consolidated/,2026-08-23T18:06:55.829859+00:00
SAREGAMA.NS,2899,consolidated,2026-03-31,44.0293,44.1,44.2728,43.8,44.8104,38.0,10.0,14.0,35.0,5.0,10.0,37.0,3.775212470725897,10.667474741381476,39.31374514389974,0.043144208037825,13.0,36.0,https://www.screener.in/company/SAREGAMA/consolidated/,2026-08-23T18:06:55.829859+00:00
SARLAPOLY.NS,2900,consolidated,2026-03-31,16.8247,14.5,14.6859,12.4,13.6451,12.7,1.0,21.0,4.0,46.0,19.0,6.0,,,,0.6330275229357798,14.4,13.0,https://www.screener.in/company/SARLAPOLY/consolidated/,2026-08-23T18:06:55.829859+00:00
SASKEN.NS,2905,consolidated,2026-03-31,39.514,41.7,28.7107,28.9,20.9669,13.9,36.0,-13.0,4.0,-15.0,8.0,18.0,-18.703539026450887,-14.141797878687834,-11.196045070632932,0.0327485380116959,7.0,9.0,https://www.screener.in/company/SASKEN/consolidated/,2026-08-23T18:06:55.829859+00:00
SATIN.NS,1272993,consolidated,2026-03-31,7.4354,6.4,9.8914,6.5,11.7258,7.4,27.0,91.0,,313.0,23.0,-9.0,277.2666945965632,,,,12.3,,https://www.screener.in/company/SATIN/consolidated/,2026-08-23T18:06:55.829859+00:00
SAURASHCEM.NS,2911,consolidated,2026-03-31,56.213,30.85,45.2936,24.55,27.7811,13.1,0.0,-21.0,-5.0,44.0,-10.0,-4.0,,-33.96098293948187,-14.6400869113111,0.1113423517169615,2.28,2.3,https://www.screener.in/company/SAURASHCEM/consolidated/,2026-08-23T18:06:55.829859+00:00
SAYAJIHOTL.NS,2918,consolidated,2026-03-31,119.1353,48.0,150.4765,47.05,140.3128,48.1,9.0,9.0,,,8.0,12.0,,,,0.8076923076923077,-14.6,15.0,https://www.screener.in/company/SAYAJIHOTL/consolidated/,2026-08-23T18:06:55.829859+00:00
SBC.NS,1274676,consolidated,2026-03-31,56.9038,54.75,52.2844,52.0,51.2232,51.55,22.0,69.0,,54.0,112.0,,52.3099247351156,67.66529432781054,,2.802469135802469,37.2,9.0,https://www.screener.in/company/SBC/consolidated/,2026-08-23T18:06:55.829859+00:00
SBCL.NS,2992,consolidated,2026-03-31,37.9783,39.1,36.8966,37.3,31.2701,33.0,7.0,31.0,40.0,7.0,53.0,57.0,6.617279070768456,30.301651188283785,39.88544631653455,0.1473029045643153,21.8,23.0,https://www.screener.in/company/SBCL/consolidated/,2026-08-23T18:06:55.829859+00:00
SBFC.NS,1284438,consolidated,2025-03-31,36.6949,33.5,36.7949,33.55,36.7949,33.55,35.0,,,75.0,,,60.43980726810083,,,,11.6,,https://www.screener.in/company/SBFC/consolidated/,2026-08-23T18:06:55.829859+00:00
SBGLP.NS,1274772,consolidated,2026-03-31,56.3108,54.25,48.8731,29.35,48.8731,29.35,32.0,,,22.0,28.0,,21.533151937602145,,,0.7980769230769231,43.8,35.0,https://www.screener.in/company/SBGLP/consolidated/,2026-08-23T18:06:55.829859+00:00
